Name,Description,Latitude,Longitude ,InfoURL ,ImageURL
UCSB ,High-quality research institution in the UC system located along the SoCal coast ,34.416929,-119.845991,https://www.ucsb.edu/,https://www.independent.com/wp-content/uploads/2021/05/ucsb-1.jpeg
Mt Tamalpias East Peak,"Sceanic and recrational mountain in Marin County, CA ",37.9290764,-122.5778122,https://www.parks.ca.gov/?page_id=471,https://upload.wikimedia.org/wikipedia/commons/b/b0/Mt._Tamalpais%2C_viewed_from_the_south.jpg
Seirra Buttes Fire Lookout ,Fire lookout at the top of an iconic trail system in the Sierra Nevada mountains ,39.5934779,-120.647285,https://www.outdoorproject.com/united-states/california/sierra-buttes-fire-lookout,https://i.ytimg.com/vi/7VOzNNN7UgY/maxresdefault.jpg
Petaluma Municpal Airport,Popular municipal airport in NoCal ideal for general aviation operations and known for quality hangers and management ,38.2578086,-122.6053432,https://cityofpetaluma.org/airport/,https://imengine.prod.srp.navigacloud.com/?uuid=D09779C4-4764-4927-9EF6-4645AF9C26E7&type=primary&q=72&width=1024
Odiayn Retreat Center ,Impressive and surprising meditation temples that are a treat to see from the air when flying up the NorCal coast ,38.6237946,-123.319028,https://odiyan.org/,https://www.tsemrinpoche.com/wp-content/uploads/2018/02/ORC000.jpg
Red Rock Hounds,"World Renound fox hunting club in the high desert North of Reno, NV",39.838762,-119.934389,https://www.redrockhounds.com/,https://i.pinimg.com/474x/57/b5/55/57b5554ef37a089eda38030e543fd70d.jpg
